Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,33,North Central Correctional Facility,Prison,2021,2024,03/29/2019,09/17/2020,17,Released to Special Sentence,20517900,Aggravated Misdemeanor,Public Order,Other Public Order,true,New Charge,111,3.7,908.5(2)B,D Felony,Other,Other Criminal,High
Black,Male,36,Newton Correctional Facility,Prison,2021,2024,04/26/2018,04/15/2021,35,Parole Granted,20446140,C Felony,Violent,Sex,false,,,,,,,,
White,Male,27,Mount Pleasant Correctional Facility,Prison,2021,2024,01/02/2020,12/10/2020,11,Discharged - Expiration of Sentence,20446666,D Felony,Property,Burglary,false,,,,,,,,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2021,2024,10/08/2019,05/24/2021,19,Parole Granted,20279423,C Felony,Drug,Trafficking,true,Tech,309,10.3,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,26,Fort Dodge Correctional Facility,Prison,2021,2024,04/16/2020,06/17/2021,14,Parole Granted,20545682,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,31,Mount Pleasant Correctional Facility,Prison,2021,2024,09/19/2019,07/08/2020,9,Paroled to Detainer - Out of State,20453946,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,28,Iowa Medical & Classification Center,Prison,2021,2024,07/09/2020,05/19/2021,10,Parole Granted,20410671,D Felony,Violent,Other Violent,true,Tech,588,19.6,707.6A(4),D Felony,Violent,Other Violent,Low
White,Male,26,Fort Dodge Correctional Facility,Prison,2021,2024,03/02/2020,01/22/2021,10,Parole Granted,20573575,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,38,North Central Correctional Facility,Prison,2021,2024,11/01/2019,05/06/2021,18,Parole Granted,20331976,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,30,Mount Pleasant Correctional Facility,Work Release,2021,2024,12/08/2020,03/25/2021,3,Parole Granted,20377190,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,753,25.1,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
Black,Male,20,North Central Correctional Facility,Work Release,2021,2024,12/29/2020,04/05/2021,3,Parole Granted,20465435,C Felony,Violent,Assault,true,New Charge,497,16.6,708.4(1),C Felony,Violent,Assault,High
Black,Male,35,Anamosa State Penitentiary,Prison,2021,2024,08/29/2019,10/08/2020,13,Parole Granted,20517858,D Felony,Public Order,OWI,false,,,,,,,,Low
Black,Male,29,Mount Pleasant Correctional Facility,Prison,2021,2024,06/07/2019,12/22/2020,18,Paroled w/Immediate Discharge,20329170,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,36,Iowa Medical & Classification Center,Prison,2021,2024,10/18/2019,11/19/2020,13,Parole Granted,20530076,Aggravated Misdemeanor,Drug,Drug Possession,true,New Charge,274,9.1,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
White,Male,26,Newton Correctional Facility,Work Release,2021,2024,08/27/2020,01/05/2021,4,Released to Special Sentence,20342310,D Felony,Violent,Sex,false,,,,,,,,
White,Male,35,Iowa State Penitentiary,Prison,2021,2024,07/16/2020,10/15/2020,2,Discharged - Expiration of Sentence,20526910,Aggravated Misdemeanor,Property,Vandalism,true,New Charge,462,15.4,708.2A(5),D Felony,Violent,Assault,High
White,Male,27,Clarinda Correctional Facility,Prison,2021,2024,12/19/2018,03/15/2021,26,Discharged - Expiration of Sentence,20481978,D Felony,Property,Theft,false,,,,,,,,High
White,Male,23,Anamosa State Penitentiary,Prison,2021,2024,08/23/2019,08/04/2020,11,Parole Granted,20435538,C Felony,Drug,Trafficking,true,New Charge,411,13.7,124.401(1)(c)(2)(d),C Felony,Drug,Trafficking,High
Black,Male,44,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/13/2020,07/14/2020,2,Parole Granted,20519436,D Felony,Public Order,Traffic,false,,,,,,,,Moderate
White,Male,32,Newton Correctional Facility,Work Release,2021,2024,11/12/2020,02/19/2021,3,Parole Granted,20493737,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,45,Mount Pleasant Correctional Facility,Prison,2021,2024,11/01/2019,09/17/2020,10,Parole Granted,20206537,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,30,Anamosa State Penitentiary,Prison,2021,2024,11/22/2019,11/12/2020,11,Parole Granted,20423455,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,51,Fort Dodge Correctional Facility,Prison,2021,2024,03/24/2020,01/04/2021,9,Parole Granted,20511766,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
Black,Male,25,Mount Pleasant Correctional Facility,Prison,2021,2024,03/03/2020,07/05/2020,4,Discharged - Expiration of Sentence,20448227,D Felony,Public Order,Flight/Escape,false,,,,,,,,High
White,Male,20,Anamosa State Penitentiary,Prison,2021,2024,08/13/2018,02/22/2021,30,Parole Granted,20464610,C Felony,Violent,Assault,true,Tech,339,11.3,708.4(1),C Felony,Violent,Assault,High
Hispanic,Male,35,Anamosa State Penitentiary,Prison,2021,2024,01/13/2020,04/19/2021,15,Discharged - Expiration of Sentence,20474203,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2021,2024,10/21/2020,06/15/2021,7,Parole Granted,20508248,D Felony,Public Order,Weapons,true,New Charge,232,7.7,724.26(1),D Felony,Public Order,Weapons,Low
White,Male,31,Iowa Medical & Classification Center,Prison,2021,2024,11/25/2019,05/28/2021,18,Parole Granted,20472864,C Felony,Property,Theft,false,,,,,,,,High
Black,Male,19,Iowa Medical & Classification Center,Prison,2021,2024,03/06/2020,03/23/2021,12,Parole Granted,20544666,C Felony,Property,Theft,true,New Charge,1024,34.1,714.2(1),C Felony,Property,Theft,High
White,Male,25,Mount Pleasant Correctional Facility,Prison,2021,2024,12/23/2019,10/01/2020,9,Parole Granted,20538436,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,20,Iowa Medical & Classification Center,Prison,2021,2024,03/05/2019,10/30/2020,19,Parole Granted,20485779,D Felony,Property,Burglary,true,New Charge,1040,34.7,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,High
White,Male,21,Mount Pleasant Correctional Facility,Prison,2021,2024,07/02/2019,09/21/2020,14,Parole Granted,20439696,D Felony,Property,Burglary,true,New Charge,534,17.8,713.6A,D Felony,Property,Burglary,High
Black,Male,31,Clarinda Correctional Facility,Prison,2021,2024,10/21/2020,05/18/2021,6,Discharged - Expiration of Sentence,20503997,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,09/04/2019,02/23/2021,17,Parole Granted,20470655,D Felony,Public Order,Flight/Escape,false,,,,,,,,High
White,Male,32,Newton Correctional Facility,Work Release,2021,2024,10/30/2020,05/17/2021,6,Released to Special Sentence,20289073,C Felony,Violent,Sex,false,,,,,,,,
White,Male,34,Clarinda Correctional Facility,Prison,2021,2024,07/12/2018,09/23/2020,26,Discharged - Expiration of Sentence,20342061,C Felony,Property,Theft,false,,,,,,,,Low
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,01/28/2020,07/27/2020,5,Discharged - Expiration of Sentence,20450555,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,34,Clarinda Correctional Facility,Prison,2021,2024,09/27/2018,10/13/2020,24,Parole Granted,20431889,C Felony,Property,Theft,false,,,,,,,,Low
White,Male,35,Clarinda Correctional Facility,Prison,2021,2024,11/04/2019,07/27/2020,8,Parole Granted,20369076,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,60,Iowa Medical & Classification Center,Prison,2021,2024,01/28/2019,01/24/2021,23,Discharged - Expiration of Sentence,20490168,D Felony,Public Order,Other Public Order,false,,,,,,,,Low
Hispanic,Male,46,Newton Correctional Facility,Prison,2021,2024,02/06/2020,01/01/2021,10,Released to Special Sentence,20508068,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,High
White,Male,25,Fort Dodge Correctional Facility,Work Release,2021,2024,03/02/2021,05/20/2021,2,Parole Granted,20503395,D Felony,Violent,Assault,true,New Charge,1027,34.2,708.2A(4),D Felony,Violent,Assault,Moderate
White,Male,27,Mount Pleasant Correctional Facility,Prison,2021,2024,02/14/2020,04/06/2021,13,Parole Granted,20403006,C Felony,Violent,Assault,true,New Charge,387,12.9,708.4(1),C Felony,Violent,Assault,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2021,2024,10/01/2019,09/08/2020,11,Parole Granted,20226181,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,42,Iowa Correctional Institution for Women,Prison,2021,2024,03/23/2020,10/20/2020,6,Parole Granted,20550975,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,26,Mount Pleasant Correctional Facility,Prison,2021,2024,01/13/2020,05/12/2021,15,Paroled to Detainer - U.S. Marshall,20361740,B Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,22,Anamosa State Penitentiary,Prison,2021,2024,08/03/2018,04/03/2021,32,Discharged - Expiration of Sentence,20453576,D Felony,Property,Burglary,true,New Charge,661,22.0,708.7(2),Aggravated Misdemeanor,Violent,Assault,High
Black,Male,22,Fort Dodge Correctional Facility,Work Release,2021,2024,10/14/2020,02/15/2021,4,Parole Granted,20491698,C Felony,Other,Other Criminal,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,08/27/2019,06/16/2021,21,Parole Granted,860233,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,21,Newton Correctional Facility,Prison,2021,2024,03/25/2019,07/28/2020,16,Parole Granted,20469430,D Felony,Violent,Sex,false,,,,,,,,
Black,Male,26,Fort Dodge Correctional Facility,Prison,2021,2024,12/17/2019,04/06/2021,15,Parole Granted,20456647,D Felony,Public Order,Traffic,false,,,,,,,,High
White,Male,38,Newton Correctional Facility,Prison,2021,2024,07/02/2019,07/01/2020,11,Parole Granted,20284976,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,50,Iowa Correctional Institution for Women,Work Release,2021,2024,07/13/2020,09/18/2020,2,Parole Granted,20298312,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,21,North Central Correctional Facility,Prison,2021,2024,10/10/2019,07/31/2020,9,Discharged - Expiration of Sentence,20397425,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Male,32,Clarinda Correctional Facility,Prison,2021,2024,03/12/2020,05/10/2021,13,Parole Granted,20548772,D Felony,Drug,Drug Possession,true,Tech,177,5.9,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,24,Iowa Medical & Classification Center,Prison,2021,2024,09/13/2017,09/17/2020,36,Parole Granted,20323626,C Felony,Property,Theft,true,New Charge,726,24.2,724.26,D Felony,Public Order,Weapons,High
White,Female,44,Iowa Correctional Institution for Women,Work Release,2021,2024,02/17/2020,07/25/2020,5,Parole Granted,20326224,C Felony,Violent,Other Violent,true,Tech,433,14.4,"706.3,A",C Felony,Violent,Other Violent,Moderate
White,Male,23,Iowa Medical & Classification Center,Prison,2021,2024,01/14/2020,12/21/2020,11,Released to Special Sentence,20542045,D Felony,Public Order,Other Public Order,false,,,,,,,,
Black,Male,23,Fort Dodge Correctional Facility,Prison,2021,2024,07/30/2018,09/03/2020,25,Parole Granted,20457803,C Felony,Violent,Assault,true,Tech,544,18.1,708.4(1),C Felony,Violent,Assault,High
White,Male,22,Anamosa State Penitentiary,Prison,2021,2024,04/16/2020,09/16/2020,5,Discharged - Expiration of Sentence,20544137,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,35,North Central Correctional Facility,Prison,2021,2024,01/03/2020,10/20/2020,9,Parole Granted,20208487,B Felony,Violent,Other Violent,false,,,,,,,,High
White,Male,61,Iowa Medical & Classification Center,Prison,2021,2024,11/26/2018,03/12/2021,27,Parole Granted,20297053,D Felony,Violent,Assault,false,,,,,,,,Low
White,Male,29,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/10/2021,05/11/2021,2,Parole Granted,20521871,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,367,12.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Black,Male,34,Newton Correctional Facility,Work Release,2021,2024,11/16/2020,02/08/2021,2,Parole Granted,20121599,B Felony,Other,Other Criminal,true,New Charge,168,5.6,706A.4,B Felony,Other,Other Criminal,Low
Black,Male,24,Mount Pleasant Correctional Facility,Work Release,2021,2024,01/28/2021,06/14/2021,4,Parole Granted,20449506,C Felony,Property,Burglary,false,,,,,,,,High
White,Female,32,Iowa Correctional Institution for Women,Work Release,2021,2024,07/13/2020,09/03/2020,1,Parole Granted,20499533,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,37,Fort Dodge Correctional Facility,Work Release,2021,2024,09/21/2020,03/04/2021,5,Parole Granted,20435355,D Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,43,North Central Correctional Facility,Work Release,2021,2024,09/30/2020,01/05/2021,3,Parole Granted,20226049,B Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,33,Newton Correctional Facility,Prison,2021,2024,06/01/2020,03/12/2021,9,Discharged - Expiration of Sentence,20416679,D Felony,Property,Theft,false,,,,,,,,High
White,Male,26,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/20/2020,07/24/2020,5,Parole Granted,20487391,D Felony,Property,Burglary,true,New Charge,247,8.2,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,47,Newton Correctional Facility,Prison,2021,2024,07/31/2017,09/03/2020,37,Parole Granted,20417859,C Felony,Property,Theft,true,Tech,312,10.4,714.2(1),C Felony,Property,Theft,High
Hispanic,Male,30,Fort Dodge Correctional Facility,Work Release,2021,2024,07/14/2020,01/15/2021,6,Parole Granted,20425411,D Felony,Property,Burglary,true,Tech,208,6.9,713.6A,D Felony,Property,Burglary,High
White,Male,28,Iowa Medical & Classification Center,Prison,2021,2024,01/16/2019,01/09/2021,23,Released to Special Sentence,20493306,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,192,6.4,908.5(2)B,D Felony,Other,Other Criminal,
White,Male,24,Clarinda Correctional Facility,Prison,2021,2024,06/20/2019,08/22/2020,14,Discharged - Expiration of Sentence,20433970,D Felony,Property,Burglary,true,New Charge,402,13.4,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,High
White,Male,27,Anamosa State Penitentiary,Work Release,2021,2024,06/18/2020,09/02/2020,2,Parole Granted,20397321,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,30,Newton Correctional Facility,Prison,2021,2024,08/27/2019,09/01/2020,12,Parole Granted,20474375,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,28,Iowa Medical & Classification Center,Prison,2021,2024,01/15/2020,08/04/2020,6,Parole Granted,20231968,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,High
White,Female,41,Iowa Correctional Institution for Women,Work Release,2021,2024,03/01/2021,05/03/2021,2,Parole Granted,20240144,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,742,24.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Female,40,Iowa Correctional Institution for Women,Prison,2021,2024,12/06/2019,08/11/2020,8,Parole Granted,20446179,C Felony,Drug,Trafficking,false,,,,,,,,Low
Hispanic,Male,22,Newton Correctional Facility,Prison,2021,2024,09/06/2018,06/11/2021,33,Released to Special Sentence,20418425,Aggravated Misdemeanor,Violent,Sex,true,New Charge,700,23.3,692A.111-A,Aggravated Misdemeanor,Public Order,Other Public Order,
White,Male,40,Clarinda Correctional Facility,Work Release,2021,2024,10/07/2020,04/01/2021,5,Parole Granted,20305364,C Felony,Public Order,Weapons,false,,,,,,,,High
White,Female,36,Iowa Correctional Institution for Women,Work Release,2021,2024,10/19/2020,02/18/2021,3,Parole Granted,20412658,C Felony,Violent,Other Violent,false,,,,,,,,Low
White,Female,26,Iowa Correctional Institution for Women,Prison,2021,2024,06/22/2018,04/23/2021,34,Parole Granted,20464520,C Felony,Property,Theft,false,,,,,,,,Low
White,Male,28,Clarinda Correctional Facility,Prison,2021,2024,03/06/2020,12/03/2020,8,Discharged - Expiration of Sentence,20393786,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,31,Fort Dodge Correctional Facility,Prison,2021,2024,09/21/2020,03/06/2021,5,Discharged - Expiration of Sentence,20526452,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Hispanic,Male,42,Newton Correctional Facility,Prison,2021,2024,09/06/2019,08/02/2020,10,Released to Special Sentence,20525750,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,
White,Male,23,Mount Pleasant Correctional Facility,Prison,2021,2024,07/08/2019,02/19/2021,19,Parole Granted,20519799,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,29,Mount Pleasant Correctional Facility,Prison,2021,2024,02/05/2019,06/15/2021,28,Parole Granted,20496331,B Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,24,Clarinda Correctional Facility,Work Release,2021,2024,06/26/2020,08/27/2020,2,Parole Granted,20498105,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,42,Clarinda Correctional Facility,Prison,2021,2024,08/02/2019,10/16/2020,14,Parole Granted,20352552,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
Hispanic,Male,25,Districts/Compact Regions,Prison,2021,2024,02/13/2017,01/24/2021,47,Parole Granted,20394859,C Felony,Property,Burglary,false,,,,,,,,High
Black,Male,20,Mount Pleasant Correctional Facility,Prison,2021,2024,10/01/2018,09/01/2020,23,Parole Granted,20471545,C Felony,Property,Theft,true,Tech,210,7.0,714.2(1),C Felony,Property,Theft,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2021,2024,02/19/2020,04/01/2021,13,Parole Granted,20546717,C Felony,Property,Burglary,true,New Charge,963,32.1,713.5,C Felony,Property,Burglary,High
White,Female,31,Iowa Correctional Institution for Women,Work Release,2021,2024,10/01/2020,12/10/2020,2,Parole Granted,20541987,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,36,Mount Pleasant Correctional Facility,Work Release,2021,2024,10/16/2020,03/05/2021,4,Parole Granted,20426590,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2021,2024,07/09/2020,03/02/2021,7,Parole Granted,20397712,C Felony,Drug,Trafficking,true,Tech,625,20.8,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
White,Male,36,Newton Correctional Facility,Prison,2021,2024,06/23/2017,03/26/2021,45,Parole Granted,20408619,C Felony,Violent,Sex,false,,,,,,,,
White,Male,37,Mount Pleasant Correctional Facility,Prison,2021,2024,10/10/2019,08/05/2020,9,Discharged - Expiration of Sentence,20522675,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
Black,Male,39,Mount Pleasant Correctional Facility,Work Release,2021,2024,10/23/2020,01/06/2021,2,Parole Granted,20444387,C Felony,Property,Burglary,true,New Charge,741,24.7,710.4,C Felony,Violent,Kidnap,High
White,Female,46,Iowa Correctional Institution for Women,Prison,2021,2024,11/04/2019,04/29/2021,17,Parole Granted,20521941,C Felony,Property,Theft,true,New Charge,1016,33.9,715A.8(3)(a),C Felony,Property,Theft,Low
